term	warmth (W)	competence (C)	sociability (S)	trust (T)
stuffiness	-0.667	-0.208	-0.667	-0.364
stuffy	-0.542	-0.188	-0.542	-0.133
stumble	-0.333	-0.482	0.000	-0.333
stumble into	0.222	-0.310	0.222	-0.091
stumble on	-0.200	0.072	-0.200	0.028
stumble upon	0.296	-0.166	0.296	0.000
stumped	-0.458	-0.216	-0.458	-0.091
stumpy	-0.429	-0.611	-0.429	-0.152
stun	-0.458	-0.098	-0.458	-0.030
stung	-0.630	-0.625	-0.630	-0.222
stunk	-0.852	-0.625	-0.722	-0.852
stunned	-0.167	-0.288	-0.167	0.000
stunning	0.667	0.716	0.667	0.061
stunt	-0.394	0.052	-0.259	-0.394
stunt double	0.333	0.130	0.238	0.333
stunted	-0.667	-0.450	-0.667	-0.182
stupefaction	-0.381	-0.040	-0.381	-0.067
stupefied	-0.481	-0.778	-0.481	-0.139
stupefy	-0.542	-0.176	-0.542	-0.300
stupendous	0.481	0.596	0.481	0.121
stupid	-0.905	-0.600	-0.905	-0.333
stupidest	-0.833	-0.376	-0.833	-0.583
stupidity	-0.815	-0.698	-0.815	-0.467
stupidly	-0.667	-0.905	-0.667	-0.333
stupidpeople	-0.944	-0.762	-0.944	-0.633
stupidrain	-0.625	-0.366	-0.625	-0.083
stupor	-0.667	-0.340	-0.667	-0.333
sturdily	0.697	0.667	0.250	0.697
sturdiness	0.697	0.852	0.292	0.697
stutter	0.417	-0.484	0.417	-0.030
stutterer	-0.476	-0.792	-0.476	0.083
sty	-0.333	-0.550	-0.333	-0.133
style	0.417	0.172	0.417	0.100
stylebook	0.606	0.238	0.000	0.606
styling	0.571	0.304	0.571	0.091
stylish	0.458	0.378	0.458	0.121
stylishly	0.250	0.444	0.250	0.194
stylishness	0.524	0.481	0.524	0.148
stylist	0.542	0.000	0.542	0.182
stylistic	0.133	0.333	0.133	0.067
stylistically	0.185	0.333	0.185	0.056
stylization	0.121	0.571	0.048	0.121
stylize	0.095	0.519	0.095	0.028
stymie	-0.619	-0.519	-0.619	-0.333
suave	0.792	-0.462	0.792	0.121
suavely	0.630	0.571	0.630	0.481
suaveness	0.600	0.611	0.600	0.091
sub par	-0.462	-0.206	-0.407	-0.462
subarctic	-0.875	0.000	-0.875	0.000
subatomic	-0.333	-0.018	-0.333	0.000
subcommittee	0.152	0.200	0.042	0.152
subcutaneous	-0.571	-0.248	-0.571	0.091
subdominant	-0.381	-0.542	-0.381	0.030
subduction	0.000	-0.110	0.000	0.000
subdue	-0.619	0.568	-0.619	0.152
subdued	-0.292	-0.554	-0.292	0.100
subdural	-0.143	-0.150	-0.143	0.000
subfloor	-0.375	-0.381	-0.375	0.000
subfreezing	-0.926	0.000	-0.926	0.000
subgrade	-0.167	-0.259	-0.167	0.000
subhuman	-0.905	0.000	-0.905	-0.767
subito	-0.167	0.154	-0.167	0.000
subject matter	0.121	0.250	0.000	0.121
subject to	-0.095	-0.034	-0.095	-0.033
subjected	-0.583	-0.558	-0.583	-0.250
subjection	-0.593	0.078	-0.593	-0.185
subjugate	-0.778	0.875	-0.750	-0.778
subjugation	-0.792	-0.246	-0.792	-0.778
subjugator	-0.939	1.000	-0.867	-0.939
sublevel	-0.095	-0.334	-0.095	0.030
sublime	0.875	0.170	0.875	0.111
sublimely	0.667	0.444	0.667	0.278
sublimity	0.667	0.625	0.476	0.667
submariner	0.333	0.625	-0.111	0.333
submenu	0.030	-0.083	0.000	0.030
submerged	-0.476	-0.286	-0.476	0.061
submergence	-0.524	-0.852	-0.524	-0.100
submergible	0.000	-0.625	0.000	0.000
submersed	-0.571	-0.625	-0.571	0.028
submissiveness	0.095	-1.000	0.095	0.083
submit	0.556	0.000	-0.208	0.556
submitting	0.533	0.222	-0.125	0.533
subnormal	-0.714	-0.944	-0.714	-0.697
suboptimal	-0.375	-0.619	-0.375	-0.259
subordinate	-0.333	-0.758	-0.333	0.111
subordination	-0.625	-0.314	-0.625	-0.292
subpar	-0.636	-0.833	-0.625	-0.636
subpoena	-0.625	0.110	-0.625	0.061
subprime	-0.692	-0.815	-0.667	-0.692
subscribe	0.667	0.182	0.667	0.233
subscribe for	0.250	0.276	0.111	0.250
subscribe to	0.481	-0.044	0.481	0.472
subsequently	0.139	-0.328	0.083	0.139
subservience	-0.400	-0.889	-0.400	-0.300
subservient	-0.567	-0.322	-0.429	-0.567
subserviently	-0.593	-1.000	-0.593	-0.370
subside	0.208	-0.582	0.208	0.000
subsidence	-0.583	-0.096	-0.583	-0.037
subsidiarity	0.242	-0.208	0.143	0.242
subsidization	0.500	0.370	0.389	0.500
subspecialty	-0.083	0.370	-0.083	0.000
substance abuse	-0.867	-0.226	-0.792	-0.867
substandard	-0.667	-0.700	-0.667	-0.633
substantiality	0.528	0.458	-0.095	0.528
substantially	0.300	0.368	0.000	0.300
substantively	0.333	0.476	0.042	0.333
substituted	-0.367	-0.212	-0.042	-0.367
subterfuge	-0.788	0.556	-0.704	-0.788
subterraneous	-0.524	0.000	-0.524	0.000
subtext	-0.133	-0.176	-0.042	-0.133
subtle	0.292	-0.544	0.292	0.167
subtly	-0.185	0.250	-0.185	0.077
subtract	-0.417	-0.434	-0.417	0.000
subtraction	-0.095	-0.302	-0.095	0.000
subtropical	0.381	0.000	0.381	0.083
suburb	0.429	-0.118	0.429	0.030
subversion	-0.727	-0.170	-0.619	-0.727
subversive	-0.639	0.000	-0.500	-0.639
subvert	-0.697	0.072	-0.625	-0.697
subway station	-0.333	0.000	-0.333	0.111
subway system	0.212	0.488	-0.167	0.212
subwoofer	0.000	-0.148	0.000	0.000
subzero	-0.952	0.000	-0.952	0.000
succeed	0.852	0.852	0.600	0.852
succeeding	0.708	0.698	0.708	0.633
success	0.806	0.981	0.762	0.806
success story	0.958	0.646	0.958	0.250
successful	0.611	0.876	0.611	0.533
successfully	0.381	0.917	0.381	0.095
successfulness	0.792	1.000	0.792	0.278
succession	0.278	0.174	0.200	0.278
successional	0.083	0.292	0.083	0.033
successive	0.600	0.036	0.048	0.600
successively	0.273	0.667	0.148	0.273
successiveness	0.333	0.389	0.333	0.121
successor	0.600	0.296	0.000	0.600
succinctly	0.238	0.370	0.125	0.238
succinctness	0.833	0.556	0.148	0.833
succor	1.000	-0.333	1.000	0.767
succulence	0.852	0.250	0.852	0.100
succulent	0.792	0.112	0.792	0.074
succulently	0.542	0.000	0.542	0.121
succumb	-0.429	-0.416	-0.429	-0.259
such that	0.000	-0.112	0.000	0.000
suck	-0.917	-0.246	-0.917	-0.636
suck at	-0.667	-1.000	-0.667	-0.633
suck in	-0.606	-0.208	-0.524	-0.606
suck up	-0.611	-0.480	-0.611	-0.576
sucked in	-0.722	-0.434	-0.519	-0.722
sucker	-0.741	-0.592	-0.741	-0.606
sucker punch	-0.909	-0.204	-0.778	-0.909
suckerfish	-0.704	-0.750	-0.704	-0.133
sucking	-0.375	-0.246	-0.375	-0.222
suckle	0.792	-0.667	0.792	0.121
sucks	-0.792	-0.396	-0.792	-0.292
sudden death	-0.926	-0.500	-0.926	-0.152
suddenly	-0.238	-0.088	-0.238	0.000
suddenness	-0.083	0.111	-0.083	0.030
sudsy	0.208	0.000	0.208	0.074
sue	-0.375	0.358	-0.375	-0.100
sued	-0.667	-0.571	-0.667	-0.606
suet	0.042	0.000	0.042	0.000
suffer	-0.625	-0.482	-0.625	-0.152
suffer from	-0.458	-0.572	-0.458	-0.182
sufferance	-0.583	-0.667	-0.583	-0.074
sufferer	0.889	-0.444	0.889	0.074
suffering	-0.810	-0.530	-0.810	0.455
suffice	0.233	0.008	0.143	0.233
sufficient	0.641	0.176	0.000	0.641
sufficiently	0.143	0.428	0.143	0.125
suffocate	-0.917	-0.120	-0.917	-0.515
suffocated	-0.714	-0.952	-0.714	-0.528
suffocating	-0.792	-0.142	-0.792	-0.472
suffocation	-0.857	-0.076	-0.857	0.000
suffocative	-0.619	-0.704	-0.619	-0.485
suffrage	0.750	0.667	0.750	0.636
suffragette	0.952	0.792	0.952	0.606
suffragist	1.000	0.889	1.000	0.815
suffused	0.400	0.259	0.400	0.042
sugar	0.875	-0.196	0.875	0.485
sugar bowl	0.667	-0.234	0.667	0.121
sugar cookie	0.963	0.108	0.963	0.167
sugarcoat	-0.600	-0.556	-0.048	-0.600
sugarless	-0.292	-0.333	-0.292	-0.030
sugarloaf	0.042	0.037	0.042	-0.030
sugarplum	0.810	-0.417	0.810	0.000
sugary	0.593	-0.185	0.593	0.000
suggestion	0.519	0.116	0.519	0.333
suicidal	-0.905	-1.000	-0.905	-0.767
suicide	-1.000	-0.142	-1.000	-0.095
suicidebombing	-1.000	0.254	-1.000	-1.000
suit	0.593	-0.036	0.278	0.593
suitability	0.694	0.542	0.292	0.694
suitable	0.619	0.444	0.619	0.576
suitableness	0.500	0.519	0.429	0.500
suitably	0.636	0.222	0.250	0.636
suite	0.333	-0.200	0.333	0.033
suitor	0.583	0.092	0.583	0.242
sulfur	-0.292	-0.272	-0.292	-0.061
sulfurous	-0.733	-0.333	-0.667	-0.733
sulk	-0.625	-0.188	-0.625	-0.400
sulkily	-0.625	-0.571	-0.625	-0.333
sulkiness	-0.750	-0.583	-0.750	-0.417
sulking	-0.625	-0.667	-0.625	-0.278
sulky	-0.593	-0.667	-0.593	-0.333
sullen	-0.667	-0.474	-0.667	-0.303
sullenly	-0.636	-0.704	-0.593	-0.636
sullenness	-0.708	-0.593	-0.708	-0.394
sully	-0.750	-0.260	-0.571	-0.750
sulphur	-0.400	-0.534	-0.400	-0.200
sulphuric	-0.429	0.222	-0.429	-0.367
sultry	0.238	0.254	0.238	0.000
sum	0.485	-0.160	0.000	0.485
summarization	0.545	0.519	0.238	0.545
summarizer	0.542	0.519	0.542	0.467
summary	0.182	-0.146	0.042	0.182
summation	0.091	0.188	-0.048	0.091
summer	0.917	0.100	0.917	0.056
summer camp	0.963	0.064	0.963	0.633
summer house	0.857	0.172	0.857	0.152
summer time	0.958	0.068	0.958	0.000
summer vacation	0.952	0.166	0.952	0.167
summerhouse	0.778	-0.114	0.778	0.133
summerlike	0.958	0.000	0.958	0.139
summertime	1.000	-0.090	1.000	0.030
summit	0.095	0.528	0.095	0.056
sump	-0.750	-0.320	-0.750	-0.061
sumptuous	0.625	0.110	0.625	0.212
sumptuously	0.714	0.519	0.714	0.182
sumptuousness	0.542	0.500	0.542	0.167
sun	0.958	0.362	0.958	0.000
sunbath	0.556	-0.208	0.556	0.037
sunbathe	0.958	-0.111	0.958	0.121
sunbather	0.875	-0.292	0.875	0.033
sunbeam	0.917	0.010	0.917	0.394
sunbed	0.250	0.000	0.250	0.000
sunbird	0.630	0.000	0.630	0.028
sunbonnet	0.292	-0.519	0.292	0.028
sunburn	-0.208	-0.106	-0.208	-0.030
sunburnt	0.167	-0.444	0.167	-0.033
sunburst	0.958	0.524	0.958	0.133
sundae	0.905	-0.192	0.905	0.100
sunday	0.905	-0.212	0.905	0.121
sundays	0.792	0.000	0.792	0.455
sundeck	0.625	0.167	0.625	0.091
sunder	-0.571	0.292	-0.571	-0.133
sundial	0.139	-0.188	0.048	0.139
sundown	0.125	-0.110	0.125	0.083
sundress	0.889	-0.500	0.889	0.111
sunfish	0.333	-0.259	0.333	0.030
sunflower	0.952	-0.460	0.952	0.133
sunflower seeds	0.458	0.034	0.458	0.111
sunglass	-0.167	-0.352	-0.167	0.074
sunglasses	-0.190	-0.272	-0.190	0.000
sunglow	0.792	0.037	0.792	0.100
sunk	-0.667	-0.630	-0.667	-0.296
sunken	-0.542	-0.654	-0.542	-0.182
sunless	-0.750	-0.412	-0.750	0.000
sunlight	0.917	0.278	0.917	0.867
sunlit	1.000	0.259	1.000	0.472
sunny	0.917	0.055	0.917	0.182
sunny side	0.958	0.108	0.958	0.148
sunray	0.875	0.333	0.875	0.111
sunrise	0.833	0.280	0.833	0.133
sunroof	0.333	-0.150	0.333	0.030
sunroom	0.762	0.143	0.762	0.091
sunscreen	0.300	-0.076	0.167	0.300
sunset	0.722	-0.404	0.722	0.000
sunshade	0.250	-0.167	0.250	0.139
sunshine	0.963	0.538	0.963	0.167
sunstone	0.571	0.000	0.571	0.030
sunstroke	-0.630	-0.556	-0.630	-0.212
sunstruck	0.444	-0.375	0.444	0.028
suntanned	0.333	0.000	0.333	0.000
sunup	0.619	0.240	0.619	0.030
sunward	0.583	0.238	0.583	0.083
super	0.889	0.560	0.889	0.042
super duper	0.889	0.206	0.889	0.083
superabundance	0.556	0.917	0.556	0.148
superabundantly	0.083	0.444	0.000	0.083
superb	0.571	0.704	0.571	0.472
superbike	-0.524	0.958	-0.524	0.083
superbly	0.639	0.917	0.375	0.639
superbowl	0.583	0.963	0.583	0.033
superbug	-0.875	0.889	-0.875	-0.515
supercar	-0.222	0.963	-0.222	0.200
supercenter	0.121	0.630	0.074	0.121
supercharge	0.417	0.944	0.417	0.242
supercharged	0.083	0.926	0.083	0.067
supercharger	0.091	0.926	0.037	0.091
supercilious	-0.778	0.889	-0.762	-0.778
superciliously	-0.714	0.889	-0.714	-0.697
superciliousness	-0.958	0.458	-0.958	-0.606
supercomputer	-0.667	0.958	-0.667	0.600
superconducting	-0.286	0.667	-0.286	0.033
superconductive	-0.417	0.815	-0.417	0.111
superconductivity	-0.222	0.778	-0.222	0.030
superconductor	0.111	0.708	0.000	0.111
superficial	-0.606	-0.382	-0.571	-0.606
superficiality	-0.704	-0.417	-0.704	-0.700
superficially	-0.625	-0.250	-0.625	-0.485
superfine	0.556	0.542	0.476	0.556
superfluous	-0.417	-0.214	-0.417	-0.152
superfluously	-0.417	-0.250	-0.417	-0.111
supergene	-0.190	0.333	-0.190	0.000
superheat	0.056	0.630	0.056	-0.030
superhero	1.000	0.786	1.000	0.917
superhighway	0.200	0.733	0.000	0.200
superhuman	-0.500	0.790	-0.500	0.485
superhumanly	-0.083	0.926	0.056	-0.083
superintend	0.500	1.000	0.476	0.500
superintendant	0.583	0.952	-0.208	0.583
superior	-0.476	0.880	-0.476	0.167
superiorly	-0.556	0.815	-0.556	0.000
superjet	0.091	0.917	-0.048	0.091
superlative	0.167	0.474	-0.067	0.167
superlatively	0.030	0.810	0.000	0.030
superman	0.867	0.858	0.444	0.867
supermarket	0.567	0.142	0.167	0.567
supermodel	-0.167	0.396	-0.167	0.128
supermom	1.000	0.833	1.000	0.778
supernaturally	-0.182	0.524	0.083	-0.182
supernormal	-0.238	0.917	-0.238	0.030
supernova	-0.037	0.654	-0.037	0.033
superpower	0.762	0.967	0.762	0.111
supersensible	0.125	0.417	0.125	0.037
supersession	-0.167	0.905	-0.167	0.056
supersize	0.000	0.667	0.000	0.000
supersonic	0.121	0.917	0.000	0.121
superstar	0.917	0.760	0.917	0.278
superstition	-0.567	-0.164	-0.375	-0.567
superstitious	-0.515	0.028	-0.333	-0.515
superstore	0.567	0.280	0.167	0.567
superstring	0.000	0.524	0.000	0.000
supertanker	-0.381	0.833	-0.381	-0.028
supervise	0.633	0.778	0.500	0.633
supervised	0.583	-0.185	-0.250	0.583
supervisory	0.639	0.958	0.467	0.639
superwoman	0.667	1.000	0.667	0.515
supper	0.958	0.104	0.958	0.074
suppertime	0.952	-0.078	0.952	0.083
supplant	-0.542	-0.074	-0.542	-0.533
supplanter	-0.667	0.958	-0.667	-0.500
supple	0.417	-0.128	0.417	0.121
supplement	0.375	-0.018	0.375	0.286
supplementary	0.636	0.082	0.238	0.636
suppleness	0.250	-0.370	0.167	0.250
supplicate	0.619	-0.917	0.619	0.242
supplied	0.481	0.148	0.481	0.208
supplies	0.444	0.190	0.444	0.121
supply	0.485	0.206	0.250	0.485
support	0.926	0.474	0.926	0.788
support group	0.905	0.138	0.905	0.848
support level	0.958	-0.068	0.958	0.606
support network	0.958	0.434	0.958	0.917
support system	1.000	0.448	1.000	0.545
supportability	0.810	0.417	0.810	0.636
supportable	0.857	0.625	0.857	0.636
supportably	0.571	-0.296	0.571	0.545
supported	0.944	0.226	0.944	0.636
supporters	1.000	0.116	1.000	0.778
supporting	1.000	0.528	1.000	0.667
supportive	1.000	0.270	1.000	0.767
supposed	-0.028	-0.242	0.000	-0.028
suppress	-0.667	0.018	-0.667	-0.667
suppressant	-0.583	0.333	-0.583	-0.424
suppression	-0.714	0.074	-0.714	-0.667
suppressive	-0.708	0.750	-0.708	-0.667
suppressor	-0.708	0.917	-0.708	-0.485
supremacy	-0.700	0.886	-0.571	-0.700
supreme	0.727	0.974	0.476	0.727
supremely	0.381	0.897	0.381	0.222
supremeness	-0.524	1.000	-0.524	0.222
surcharge	-0.593	0.000	-0.593	-0.333
sure	0.722	0.586	0.250	0.722
sure hope	0.952	0.142	0.952	0.556
sure sign	0.515	0.222	0.381	0.515
sure thing	1.000	0.178	1.000	0.788
surefire	0.728	0.889	0.333	0.728
surefooted	0.778	0.905	0.778	0.697
sureness	0.800	0.833	0.458	0.800
surety	0.879	0.500	0.389	0.879
surf	0.625	0.000	0.625	0.103
surfboard	0.208	-0.226	0.208	0.000
surfer	0.833	0.108	0.833	0.000
surgery	0.611	0.200	-0.333	0.611
surgical	0.611	0.446	-0.375	0.611
surgically	-0.375	0.500	-0.375	0.333
surliness	-0.852	-0.542	-0.852	-0.542
surly	-0.810	-0.174	-0.810	-0.697
surmount	0.375	0.852	0.375	0.296
surname	0.400	-0.014	0.000	0.400
surpass	0.556	0.833	0.556	0.000
surpassed	0.333	0.905	0.267	0.333
surpassing	0.485	0.440	0.250	0.485
surprise	0.556	0.124	0.556	-0.028
surprise party	0.926	0.380	0.926	0.212
surprise surprise	0.619	0.586	0.619	-0.042
surprised	0.583	0.078	0.583	0.091
surprised at	0.238	0.388	0.238	0.000
surprises	0.792	0.264	0.792	0.056
surprising	0.571	0.384	0.571	0.200
surprisingly	0.278	0.638	0.278	0.121
surrealist	-0.500	0.048	-0.500	0.111
surrender	-0.125	-0.628	-0.125	0.061
surrender to	-0.500	-0.104	-0.500	-0.111
surrendering	-0.074	-0.742	0.000	-0.074
surreptitiousness	-0.818	-0.148	-0.667	-0.818
surveillance	-0.667	0.436	-0.667	-0.185
survivability	0.458	0.704	0.458	0.152
survivable	0.333	0.333	0.333	0.208
survival horror	-0.667	-0.172	-0.667	-0.259
survive	0.750	0.452	0.750	0.528
survived	0.625	0.542	0.625	0.200
surviving	0.333	0.442	0.333	0.208
survivor	0.958	0.630	0.958	0.667
survivorship	0.619	0.630	0.619	0.576
sushi	0.167	-0.212	0.167	0.100
suspect	-0.533	0.018	-0.524	-0.533
suspected	-0.667	-0.096	-0.458	-0.667
suspend	-0.125	-0.264	-0.125	-0.083
suspended	-0.375	-0.264	-0.375	-0.083
suspenders	0.133	0.000	0.111	0.133
suspense	0.167	-0.196	0.167	0.033
suspension	-0.429	-0.148	-0.429	-0.061
suspicion	-0.778	-0.246	-0.619	-0.778
suspicions	-0.639	0.000	-0.542	-0.639
suspicious	-0.704	-0.138	-0.625	-0.704
suspiciously	-0.667	-0.333	-0.625	-0.667
suspiciousness	-0.704	-0.625	-0.583	-0.704
sustain	0.917	0.186	0.917	0.600
sustainability	0.952	0.625	0.952	0.639
sustainable	0.722	0.200	0.476	0.722
sustainable development	0.889	0.538	0.708	0.889
sustained	0.583	0.160	0.458	0.583
sustainer	0.704	0.708	0.704	0.641
sustainment	0.641	0.500	0.375	0.641
sustenance	0.905	0.358	0.905	0.194
suture	0.545	0.020	-0.167	0.545
svelte	0.333	0.458	0.333	0.121
swaddle	0.917	-0.833	0.917	0.139
swag	-0.472	0.308	0.444	-0.472
swagger	-0.694	0.076	-0.500	-0.694
swallow that	-0.083	-0.096	-0.048	-0.083
swallowtail	0.238	0.000	0.238	0.056
swam	0.259	0.238	0.259	0.067
swamp	-0.619	-0.530	-0.619	-0.576
swamped	-0.417	-0.460	-0.417	-0.152
swampland	-0.667	-0.481	-0.667	-0.361
swampy	-0.500	-0.176	-0.500	-0.361
swan	0.833	-0.286	0.833	0.667
swanky	0.500	0.556	0.500	-0.061
